number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status,outcome
2,1,0,1,Meal Plan 1,1,Room_Type 1,58,Online,0,0,0,125.1,1,6/21/2018,Not_Canceled,0
2,0,2,6,Not Selected,0,Room_Type 1,4,Online,0,0,0,95.13,1,8/14/2017,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 5,117,Online,0,0,0,105.84,0,4/29/2018,Canceled,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,102,0,12/26/2018,Canceled,1
2,0,2,2,Not Selected,0,Room_Type 1,35,Online,0,0,0,74.8,2,12/2/2018,Not_Canceled,0
2,0,1,0,Not Selected,0,Room_Type 1,31,Online,0,0,0,94.5,0,4/24/2018,Canceled,1
2,0,2,4,Not Selected,0,Room_Type 1,79,Online,0,0,0,120.6,0,6/16/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,139.33,0,10/9/2017,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,105,0,9/3/2017,Not_Canceled,0
2,0,0,2,Not Selected,0,Room_Type 1,12,Corporate,0,0,0,100,1,9/14/2018,Not_Canceled,0
2,0,1,0,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,80.3,1,2/8/2018,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,164,Offline,0,0,0,100,0,10/2/2017,Not_Canceled,0
2,0,0,3,Meal Plan 1,1,Room_Type 1,78,Online,0,0,0,105.3,1,3/24/2018,Not_Canceled,0
2,0,0,4,Meal Plan 1,0,Room_Type 4,18,Online,0,0,0,112.8,0,5/31/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,151,0,8/15/2018,Canceled,1
1,0,1,3,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,91,1,11/9/2017,Not_Canceled,0
3,0,2,1,Meal Plan 1,0,Room_Type 4,152,Online,0,0,0,146.7,1,8/13/2018,Canceled,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,43,Offline,0,0,0,58.4,0,10/2/2017,Not_Canceled,0
2,0,0,4,Not Selected,0,Room_Type 1,177,Online,0,0,0,80.75,1,7/26/2018,Canceled,1
2,0,1,1,Not Selected,0,Room_Type 1,47,Offline,0,0,0,76.5,0,5/21/2018,Not_Canceled,0
3,0,0,3,Meal Plan 1,0,Room_Type 4,57,Online,0,0,0,140.13,0,9/7/2018,Not_Canceled,0
2,0,2,4,Not Selected,0,Room_Type 1,60,Online,0,0,0,76,1,11/15/2017,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,200,0,9/16/2017,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Online,0,0,0,101.5,0,10/16/2017,Canceled,1
2,0,0,3,Not Selected,0,Room_Type 1,71,Online,0,0,0,108,1,10/18/2018,Not_Canceled,0
3,0,2,3,Meal Plan 2,0,Room_Type 4,111,Online,0,0,0,189,1,7/23/2018,Not_Canceled,0
3,0,1,1,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,166,3,6/11/2018,Not_Canceled,0
2,0,1,1,Not Selected,0,Room_Type 1,4,Online,0,0,0,67.5,0,1/16/2018,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 4,25,Online,0,0,0,78.54,1,9/14/2017,Not_Canceled,0
1,0,2,2,Meal Plan 1,0,Room_Type 1,209,Online,0,0,0,152.1,1,11/6/2018,Canceled,1
1,0,2,1,Meal Plan 1,0,Room_Type 1,93,Online,0,0,0,115,0,10/15/2018,Canceled,1
2,0,2,5,Not Selected,0,Room_Type 1,53,Online,0,0,0,66.53,2,9/2/2017,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,1,Complementary,1,0,1,0,1,8/12/2017,Not_Canceled,0
1,0,2,1,Meal Plan 1,0,Room_Type 1,4,Complementary,0,0,0,0,1,8/23/2017,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,302,Online,0,0,0,90.3,2,12/29/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,122,Offline,0,0,0,85,0,4/15/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,16,Corporate,0,0,0,75,0,3/11/2018,Not_Canceled,0
2,0,2,4,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,115.37,1,8/28/2018,Canceled,1
2,0,1,2,Meal Plan 2,0,Room_Type 1,161,Online,0,0,0,130,0,3/25/2018,Canceled,1
3,0,0,2,Meal Plan 1,0,Room_Type 4,57,Online,0,0,0,126,2,12/9/2018,Not_Canceled,0
2,0,1,0,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,94.35,1,6/12/2018,Not_Canceled,0
3,0,2,4,Meal Plan 1,0,Room_Type 4,109,Online,0,0,0,118.46,4,7/6/2018,Not_Canceled,0
1,0,0,2,Meal Plan 2,0,Room_Type 1,239,Online,0,0,0,90.6,0,6/15/2018,Canceled,1
1,0,2,1,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,82.9,2,3/5/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,95.33,1,8/18/2017,Not_Canceled,0
3,0,2,5,Meal Plan 1,0,Room_Type 4,40,Online,0,0,0,135.64,1,4/21/2018,Not_Canceled,0
3,0,1,1,Meal Plan 1,0,Room_Type 4,45,Offline,0,0,0,122.4,0,6/18/2018,Not_Canceled,0
2,0,1,3,Not Selected,0,Room_Type 1,41,Online,0,0,0,116.1,0,5/9/2018,Canceled,1
2,0,0,4,Not Selected,0,Room_Type 1,167,Online,0,0,0,62.18,0,6/28/2018,Canceled,1
2,0,0,4,Not Selected,0,Room_Type 1,62,Online,0,0,0,63.75,0,3/9/2018,Canceled,1
1,0,1,4,Meal Plan 1,0,Room_Type 1,113,Online,0,0,0,118.8,0,9/7/2018,Canceled,1
2,0,0,2,Not Selected,1,Room_Type 1,1,Online,0,0,0,167,0,8/10/2018,Not_Canceled,0
2,2,2,2,Meal Plan 1,0,Room_Type 6,84,Online,0,0,0,187.85,1,5/13/2018,Not_Canceled,0
0,2,2,2,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,108.38,1,4/24/2018,Canceled,1
2,0,0,1,Meal Plan 1,0,Room_Type 2,9,Complementary,1,0,3,0,1,9/7/2018,Not_Canceled,0
3,0,1,2,Meal Plan 1,0,Room_Type 1,245,Online,0,0,0,128.7,0,10/28/2018,Canceled,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,80,Online,0,0,0,80.33,1,3/17/2018,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,140,1,8/22/2018,Canceled,1
2,1,1,1,Meal Plan 1,0,Room_Type 1,128,Online,0,0,0,76.5,2,8/8/2017,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,100,Online,0,0,0,105.3,1,5/1/2018,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,118,Online,0,0,0,87.3,1,4/3/2018,Canceled,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Online,0,0,0,110,0,11/1/2018,Canceled,1
1,0,0,1,Meal Plan 2,0,Room_Type 1,41,Offline,0,0,0,83,0,9/4/2017,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,174,Online,0,0,0,99.45,1,8/13/2018,Not_Canceled,0
2,1,2,1,Meal Plan 2,0,Room_Type 1,27,Offline,0,0,0,104.5,3,12/27/2017,Not_Canceled,0
2,0,2,6,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,92.54,2,11/16/2018,Not_Canceled,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,95,0,10/13/2018,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Online,0,0,0,130,0,6/15/2018,Canceled,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,68,Offline,1,1,0,63,1,1/2/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 4,189,Online,0,0,0,109.8,0,10/28/2018,Canceled,1
2,0,1,0,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,103,0,5/16/2018,Not_Canceled,0
3,0,2,1,Meal Plan 1,0,Room_Type 4,19,Online,0,0,0,130,1,2/20/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,61,Online,0,0,0,117,0,3/23/2018,Canceled,1
2,0,0,4,Meal Plan 1,0,Room_Type 4,95,Offline,0,0,0,60.5,0,12/29/2017,Not_Canceled,0
2,0,0,1,Meal Plan 2,0,Room_Type 1,83,Offline,0,0,0,112.2,0,9/30/2017,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,37,Online,0,0,0,135.9,0,8/1/2018,Canceled,1
2,0,1,0,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,151,1,7/25/2018,Canceled,1
2,2,0,2,Meal Plan 1,0,Room_Type 6,22,Online,0,0,0,239,2,9/16/2018,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,59.09,0,12/26/2017,Not_Canceled,0
2,0,2,5,Meal Plan 1,0,Room_Type 1,151,Online,0,0,0,103.09,0,7/9/2018,Canceled,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,26,Offline,0,0,0,87,0,2/28/2018,Not_Canceled,0
3,0,1,0,Meal Plan 1,0,Room_Type 4,27,Online,0,0,0,137,0,4/17/2018,Canceled,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,79,Offline,0,0,0,109,0,6/24/2018,Not_Canceled,0
2,0,1,1,Meal Plan 2,0,Room_Type 1,247,Online,0,0,0,115,1,6/6/2018,Canceled,1
2,0,2,3,Meal Plan 1,0,Room_Type 4,189,Online,0,0,0,99.45,1,7/17/2018,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,320,Online,0,0,0,115,1,8/18/2018,Canceled,1
3,0,1,2,Meal Plan 1,0,Room_Type 4,27,Online,0,0,0,130,2,2/22/2018,Not_Canceled,0
1,0,1,0,Meal Plan 1,0,Room_Type 1,51,Corporate,1,0,3,65,0,5/22/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,245,Online,0,0,0,75,0,6/17/2018,Canceled,1
2,1,1,2,Meal Plan 1,0,Room_Type 1,52,Online,0,0,0,132.9,0,7/8/2018,Canceled,1
1,0,2,0,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,120,0,10/18/2017,Not_Canceled,0
2,0,0,2,Not Selected,0,Room_Type 1,46,Online,0,0,0,79.2,1,11/11/2018,Canceled,1
3,0,2,1,Meal Plan 1,0,Room_Type 4,84,Online,0,0,0,159.3,0,8/28/2018,Canceled,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Online,0,0,0,130,0,6/15/2018,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,19,Offline,1,1,0,90,0,10/6/2017,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 4,67,Online,0,0,0,140.4,1,5/27/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,75,0,8/11/2017,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,273,Online,0,0,0,109,0,7/17/2017,Canceled,1
2,0,2,1,Meal Plan 2,0,Room_Type 1,110,Online,0,0,0,94.5,0,7/25/2017,Canceled,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,1,0,1,75,0,12/15/2017,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 4,32,Offline,0,0,0,75,1,10/23/2017,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,282,Offline,0,0,0,76.67,0,10/10/2017,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,38,Online,0,0,0,126,0,10/2/2018,Not_Canceled,0
2,0,1,1,Not Selected,0,Room_Type 1,175,Online,0,0,0,85.5,1,7/23/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 4,143,Online,0,0,0,140.7,0,8/18/2018,Canceled,1
2,0,2,2,Meal Plan 1,0,Room_Type 4,127,Online,0,0,0,103.7,1,6/26/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,142,0,9/8/2017,Not_Canceled,0
2,1,2,5,Meal Plan 1,0,Room_Type 1,95,Online,0,0,0,103.7,3,12/21/2018,Not_Canceled,0
1,0,1,2,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,110,0,6/6/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,45,Offline,0,0,0,75,0,11/10/2018,Not_Canceled,0
3,0,1,1,Meal Plan 1,0,Room_Type 4,69,Online,0,0,0,137.7,0,7/25/2018,Not_Canceled,0
2,0,0,1,Not Selected,0,Room_Type 1,57,Online,0,0,0,87.3,3,9/7/2018,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,5,Complementary,1,0,4,0,4,8/24/2018,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,101.5,0,8/14/2017,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,97,1,2/24/2018,Not_Canceled,0
3,0,1,1,Meal Plan 1,0,Room_Type 4,89,Online,0,0,0,150.3,1,8/15/2018,Not_Canceled,0
2,0,0,4,Meal Plan 1,0,Room_Type 1,85,Online,0,0,0,82.45,0,3/29/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,1,Room_Type 4,4,Corporate,1,0,3,103,1,7/1/2018,Not_Canceled,0
1,0,2,6,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,145,0,7/5/2018,Canceled,1
1,0,1,1,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,145,1,7/11/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 4,77,Online,0,0,0,134.85,1,5/14/2018,Not_Canceled,0
2,1,1,1,Meal Plan 1,0,Room_Type 6,14,Online,0,0,0,168.25,1,10/22/2018,Not_Canceled,0
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,60,0,2/28/2018,Canceled,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,133,Offline,0,0,0,76,0,6/13/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,63.5,1,8/10/2017,Not_Canceled,0
2,0,2,0,Meal Plan 1,0,Room_Type 1,19,Offline,0,0,0,95,0,9/18/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 4,86,Offline,0,0,0,90.95,3,9/3/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,23,Online,0,0,0,98.4,2,10/16/2017,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,65,Online,0,0,0,135.9,1,9/22/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,130,1,11/16/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 4,66,Online,0,0,0,81.9,2,11/19/2017,Not_Canceled,0
3,0,1,4,Meal Plan 1,0,Room_Type 1,50,Online,0,0,0,78.85,1,2/22/2018,Not_Canceled,0
2,0,2,3,Meal Plan 2,0,Room_Type 1,87,Online,0,0,0,141.3,0,6/26/2018,Canceled,1
2,0,1,1,Meal Plan 1,0,Room_Type 1,159,Offline,0,0,0,70,1,4/9/2018,Not_Canceled,0
2,0,2,3,Meal Plan 2,0,Room_Type 1,39,Online,0,0,0,170.1,2,8/13/2018,Not_Canceled,0
2,0,2,0,Meal Plan 2,0,Room_Type 1,386,Online,0,0,0,115,1,10/23/2018,Canceled,1
2,2,0,5,Meal Plan 1,0,Room_Type 6,22,Online,0,0,0,199,0,12/29/2017,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 4,102,Offline,0,0,0,82.45,0,7/10/2018,Not_Canceled,0
4,0,0,3,Meal Plan 1,0,Room_Type 7,86,Online,0,0,0,192.86,1,10/20/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,185,0,9/25/2017,Not_Canceled,0
2,0,2,6,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,68.07,1,12/10/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,50,Online,0,0,0,118.8,1,10/4/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 4,115,Online,0,0,0,104.4,0,10/27/2018,Canceled,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,1,0,12,65,0,3/23/2018,Not_Canceled,0
2,0,1,3,Not Selected,0,Room_Type 1,35,Online,0,0,0,71.1,0,3/3/2018,Canceled,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,17,Offline,0,0,0,95,0,5/21/2018,Not_Canceled,0
2,0,4,11,Meal Plan 1,0,Room_Type 4,237,Online,0,0,0,116.62,1,9/13/2018,Canceled,1
2,0,0,4,Meal Plan 1,0,Room_Type 1,125,Online,0,0,0,136,2,9/7/2018,Not_Canceled,0
2,2,2,2,Meal Plan 1,0,Room_Type 6,32,Online,0,0,0,147.9,0,12/2/2018,Canceled,1
2,0,2,0,Not Selected,0,Room_Type 1,5,Offline,0,0,0,123.7,0,9/18/2018,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,91,Online,0,0,0,135.9,0,6/19/2018,Canceled,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,109,0,10/16/2017,Not_Canceled,0
3,0,2,1,Meal Plan 1,0,Room_Type 4,9,Online,0,0,0,186,1,3/20/2018,Not_Canceled,0
3,0,1,3,Meal Plan 1,0,Room_Type 4,155,Online,0,0,0,115.6,1,12/26/2018,Canceled,1
2,2,0,1,Meal Plan 1,0,Room_Type 6,0,Online,0,0,0,221,0,5/14/2018,Canceled,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,11,Corporate,0,0,0,65,0,9/15/2017,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,80,0,2/19/2018,Not_Canceled,0
2,1,1,4,Meal Plan 1,0,Room_Type 1,86,Offline,0,0,0,73.83,0,3/23/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,1,Room_Type 1,18,Corporate,1,3,19,67,0,10/18/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,58,Online,0,0,0,80.3,1,3/4/2018,Not_Canceled,0
2,0,2,1,Not Selected,0,Room_Type 1,54,Offline,0,0,0,85,0,4/30/2018,Not_Canceled,0
2,1,2,3,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,152.1,1,7/23/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,107,Online,0,0,0,89.25,1,9/9/2017,Not_Canceled,0
1,0,0,4,Meal Plan 2,0,Room_Type 1,100,Offline,0,0,0,110,0,9/28/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,273,Online,0,0,0,95,0,5/13/2018,Canceled,1
2,0,0,1,Not Selected,0,Room_Type 1,29,Online,0,0,0,79,0,3/18/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,221,Online,0,0,0,80,0,8/12/2018,Canceled,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,213,Online,0,0,0,102.85,2,10/1/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,198,Online,0,0,0,90,0,9/9/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 2,81,Online,0,0,0,62.37,2,1/29/2018,Not_Canceled,0
2,0,0,1,Not Selected,0,Room_Type 1,23,Online,0,0,0,98,0,4/8/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,117.67,1,9/17/2017,Canceled,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,20,Online,0,0,0,141,1,6/18/2018,Not_Canceled,0
2,1,1,3,Meal Plan 1,0,Room_Type 6,124,Online,0,0,0,156.61,2,12/26/2018,Canceled,1
3,0,0,3,Meal Plan 1,0,Room_Type 4,85,Online,0,0,0,152.1,0,8/3/2018,Canceled,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,167,Online,0,0,0,105.3,0,8/6/2018,Canceled,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,71,Online,0,0,0,119.85,1,5/30/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,48,Online,0,0,0,97.2,2,11/4/2018,Not_Canceled,0
1,0,0,1,Not Selected,0,Room_Type 1,37,Online,0,0,0,116.1,0,5/13/2018,Not_Canceled,0
3,0,2,2,Meal Plan 1,0,Room_Type 4,76,Online,0,0,0,150.45,0,5/29/2018,Canceled,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,13,Offline,0,0,0,71,0,1/20/2018,Not_Canceled,0
1,0,1,0,Meal Plan 1,0,Room_Type 1,3,Complementary,0,0,0,0,0,6/27/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 4,75,Offline,0,0,0,60,0,12/7/2017,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,5,Corporate,1,0,1,89,1,4/5/2018,Not_Canceled,0
2,0,2,0,Meal Plan 2,0,Room_Type 1,386,Online,0,0,0,115,1,10/23/2018,Canceled,1
2,0,1,1,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,100,1,5/2/2018,Not_Canceled,0
2,0,1,3,Not Selected,0,Room_Type 1,122,Online,0,0,0,75.9,2,11/14/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,224,Offline,0,0,0,65,0,10/2/2017,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,24,Online,0,0,0,104.55,2,5/29/2018,Not_Canceled,0
1,0,2,2,Meal Plan 1,0,Room_Type 1,162,Online,0,0,0,115,0,10/14/2018,Canceled,1
3,0,1,1,Meal Plan 1,0,Room_Type 4,25,Online,0,0,0,187,0,7/2/2018,Canceled,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,115,0,8/4/2018,Not_Canceled,0
2,0,0,4,Not Selected,0,Room_Type 1,236,Online,0,0,0,84.43,1,9/27/2018,Canceled,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,120,Online,0,0,0,90.95,0,4/8/2018,Canceled,1
2,0,1,3,Meal Plan 2,1,Room_Type 4,12,Online,0,0,0,208,1,3/24/2018,Not_Canceled,0
2,0,2,4,Meal Plan 1,0,Room_Type 1,224,Online,0,0,0,97.18,1,9/3/2018,Canceled,1
1,0,0,4,Meal Plan 2,0,Room_Type 1,33,Offline,0,0,0,79.11,0,10/21/2017,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,24,Complementary,0,0,0,0,0,5/13/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 4,22,Online,0,0,0,120,1,9/8/2017,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,126,1,10/20/2017,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,91,1,2/16/2018,Canceled,1
2,0,0,5,Meal Plan 2,0,Room_Type 1,230,Online,0,0,0,137,0,9/6/2018,Canceled,1
2,0,0,4,Meal Plan 1,0,Room_Type 1,54,Offline,0,0,0,67.32,0,3/16/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,45,Online,0,0,0,81.62,0,10/23/2017,Not_Canceled,0
3,0,1,3,Meal Plan 2,0,Room_Type 4,63,Online,0,0,0,123.66,2,10/24/2018,Not_Canceled,0
2,0,2,1,Not Selected,0,Room_Type 1,166,Online,0,0,0,94.5,1,8/6/2018,Not_Canceled,0
2,0,1,4,Meal Plan 1,0,Room_Type 1,148,Online,0,0,0,96.3,0,8/22/2018,Canceled,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,136,Online,0,0,0,88.01,1,8/13/2018,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,37,Online,0,0,0,81.9,2,3/10/2018,Not_Canceled,0
2,0,0,4,Meal Plan 1,0,Room_Type 1,66,Online,0,0,0,119.85,1,5/11/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,11,Offline,0,0,0,83.5,0,10/23/2017,Not_Canceled,0
1,0,0,1,Meal Plan 1,1,Room_Type 1,1,Corporate,1,0,3,67,1,4/1/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,156,1,6/19/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,43,Offline,0,0,0,85,0,10/13/2017,Not_Canceled,0
2,0,3,5,Meal Plan 1,0,Room_Type 4,5,Online,0,0,0,126.75,0,4/4/2018,Canceled,1
2,0,1,1,Meal Plan 2,0,Room_Type 1,247,Online,0,0,0,115,1,6/6/2018,Canceled,1
2,0,2,1,Not Selected,0,Room_Type 1,24,Online,0,0,0,107.1,1,10/16/2018,Canceled,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,53,Offline,0,0,0,120,0,10/14/2018,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,52,Online,0,0,0,93.6,2,11/19/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,120,0,6/8/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,12,Offline,0,0,0,90,1,6/8/2018,Not_Canceled,0
2,0,0,5,Meal Plan 1,0,Room_Type 1,230,Online,0,0,0,137,1,9/6/2018,Canceled,1
2,1,1,3,Meal Plan 1,0,Room_Type 1,92,Online,0,0,0,106.43,1,10/31/2018,Canceled,1
1,0,0,3,Not Selected,0,Room_Type 1,2,Online,0,0,0,87.78,0,5/31/2018,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,101.5,0,9/18/2017,Not_Canceled,0
2,0,0,1,Not Selected,0,Room_Type 1,82,Online,0,0,0,85.5,0,6/23/2018,Canceled,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,95,0,10/13/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 4,147,Online,0,0,0,103.7,2,7/1/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Corporate,0,0,0,65,0,8/26/2017,Not_Canceled,0
2,0,2,6,Meal Plan 1,0,Room_Type 1,166,Online,0,0,0,100.12,0,8/18/2018,Canceled,1
2,0,1,3,Meal Plan 2,1,Room_Type 1,28,Online,0,0,0,156.25,2,4/11/2018,Not_Canceled,0
2,0,1,2,Meal Plan 2,0,Room_Type 1,309,Online,0,0,0,101,0,5/13/2018,Canceled,1
2,0,1,3,Meal Plan 2,1,Room_Type 1,54,Online,0,0,0,161.1,0,7/4/2018,Not_Canceled,0
2,0,1,3,Not Selected,1,Room_Type 1,49,Online,0,0,0,83.8,2,12/8/2018,Not_Canceled,0
2,1,0,1,Meal Plan 1,1,Room_Type 1,1,Online,0,0,0,168,2,6/18/2018,Not_Canceled,0
